,itemId,count,popClass
2593,9289,49,1
4564,16388,49,1
4609,16550,49,1
2304,8298,49,1
2978,10645,49,1
1807,6456,48,1
3804,13640,48,1
1876,6701,48,1
3794,13612,48,1
2439,8767,48,1
2592,9280,48,1
3219,11518,48,1
2520,9058,48,1
3157,11267,48,1
3757,13489,48,1
3912,14005,48,1
1720,6147,48,1
1672,6001,48,1
744,2738,48,1
38,110,48,1
4489,16094,48,1
134,452,48,1
4832,17403,48,1
627,2310,48,1
1409,5096,48,1
4741,17020,48,1
153,518,48,1
419,1514,48,1
3669,13164,47,1
1867,6665,47,1
1789,6387,47,1
11,32,47,1
819,3023,47,1
4323,15460,47,1
269,943,47,1
846,3107,47,1
4937,17740,47,1
2982,10661,47,1
2335,8400,47,1
702,2599,47,1
1408,5094,47,1
3240,11588,47,1
2250,8091,47,1
221,774,47,1
353,1238,47,1
2259,8111,47,1
2820,10090,47,1
2016,7224,46,1
550,1994,46,1
4864,17487,46,1
4277,15300,46,1
2200,7898,46,1
2398,8634,46,1
347,1222,46,1
3271,11681,46,1
2739,9796,46,1
907,3314,46,1
969,3509,45,1
3491,12527,45,1
530,1915,45,1
3109,11103,45,1
4133,14799,45,1
4853,17464,45,1
2573,9210,45,1
2902,10393,45,1
801,2967,45,1
2416,8698,45,1
753,2754,45,1
4096,14643,45,1
1102,3934,45,1
1999,7168,45,1
22,68,45,1
1618,5821,45,1
2291,8241,45,1
2327,8377,45,1
3465,12423,45,1
4878,17546,45,1
734,2687,44,1
3501,12545,44,1
3041,10861,44,1
3991,14289,44,1
3929,14075,44,1
3657,13125,44,1
3210,11467,44,1
4539,16288,44,1
2927,10467,44,1
4789,17203,44,1
278,961,44,1
2135,7628,44,1
4599,16502,44,1
4756,17066,44,1
1324,4830,44,1
2758,9864,44,1
4404,15797,44,1
4598,16497,44,1
888,3237,43,1
2781,9947,43,1
4447,15962,43,1
3637,13065,43,1
1551,5639,43,1
2920,10449,43,1
1688,6057,43,1
1569,5683,43,1
3827,13714,43,1
1347,4887,43,1
3294,11755,43,1
3665,13149,43,1
2240,8052,43,1
4046,14464,43,1
632,2335,43,1
781,2884,43,1
587,2144,43,1
812,3000,43,1
4284,15322,43,1
3957,14183,43,1
3988,14272,43,1
3121,11140,42,1
1488,5395,42,1
362,1278,42,1
3755,13483,42,1
2518,9055,42,1
3485,12503,42,1
4505,16162,42,1
41,125,42,1
1019,3686,42,1
3545,12738,42,1
535,1941,42,1
2630,9421,42,1
788,2908,42,1
2071,7409,42,1
1852,6610,42,1
1534,5559,42,1
1575,5707,42,1
3955,14173,42,1
299,1039,42,1
2771,9923,42,1
3636,13062,41,1
2297,8278,41,1
2138,7646,41,1
647,2420,41,1
622,2277,41,1
4664,16731,41,1
1774,6326,41,1
1022,3696,41,1
1207,4370,41,1
4215,15091,41,1
1359,4930,41,1
4826,17349,41,1
141,492,41,1
1200,4320,41,1
2107,7542,41,1
3969,14222,41,1
3379,12101,41,1
2654,9513,40,1
3540,12720,40,1
256,880,40,1
799,2950,40,1
2038,7298,40,1
179,595,40,1
3115,11125,40,1
4867,17495,40,1
2619,9388,40,1
1992,7139,40,1
1013,3662,40,1
690,2559,40,1
3455,12393,40,1
1,3,40,1
3582,12878,40,1
103,341,40,1
3601,12933,40,1
2112,7552,40,1
3089,11043,39,1
2422,8709,39,1
1086,3889,39,1
3235,11563,39,1
3064,10925,39,1
1726,6171,39,1
3812,13662,39,1
4840,17420,39,1
4641,16658,39,1
4446,15957,39,1
4558,16376,39,1
4728,16982,39,1
1702,6093,39,1
2085,7457,39,1
1210,4385,39,1
2170,7772,39,1
2079,7442,39,1
487,1766,39,1
312,1086,38,1
1848,6591,38,1
4078,14587,38,1
3638,13068,38,1
1187,4283,38,1
4821,17329,38,1
2922,10453,38,1
176,585,38,1
3837,13742,38,1
1628,5853,38,1
4516,16205,38,1
2194,7884,38,1
2273,8175,38,1
3009,10745,38,1
218,761,38,1
3693,13282,38,1
1108,3965,37,1
1276,4631,37,1
903,3306,37,1
1887,6744,37,1
1064,3828,37,1
1190,4291,37,1
1659,5945,37,1
974,3524,37,1
1231,4482,37,1
1202,4328,37,1
2173,7797,37,1
4379,15710,37,1
1636,5876,37,1
4263,15263,37,1
3146,11228,37,1
4278,15304,37,1
531,1922,37,1
3069,10946,37,1
3061,10911,37,1
2603,9334,37,1
248,849,37,1
3411,12222,37,1
4677,16786,37,1
2829,10121,37,1
1775,6330,37,1
1656,5937,36,1
1118,4010,36,1
1680,6024,36,1
2670,9577,36,1
557,2020,36,1
3135,11187,36,1
1573,5702,36,1
4009,14356,36,1
2315,8338,36,1
3194,11412,36,1
4551,16340,36,1
763,2801,36,1
3440,12344,36,1
677,2510,36,1
139,476,36,1
3683,13240,35,1
126,429,35,1
3459,12398,35,1
912,3334,35,1
919,3354,35,1
522,1878,35,1
1052,3794,35,1
4166,14905,35,1
3444,12361,35,1
4722,16956,35,1
2244,8075,35,1
3318,11854,35,1
3872,13882,35,1
3025,10797,35,1
1820,6494,35,1
750,2749,35,1
591,2180,35,1
3466,12425,34,1
2784,9955,34,1
4120,14741,34,1
3114,11124,34,1
251,871,34,1
662,2463,34,1
4016,14372,34,1
2881,10321,34,1
3811,13660,34,1
1398,5066,34,1
461,1664,34,1
3204,11440,34,1
2306,8307,34,1
624,2301,34,1
809,2994,34,1
3244,11597,34,1
3676,13206,34,1
2275,8180,34,1
2178,7808,34,1
1259,4558,34,1
3238,11577,34,1
2589,9271,34,1
4375,15685,34,1
883,3227,34,1
3959,14191,34,1
4694,16841,34,1
1491,5407,34,1
3977,14249,33,1
272,949,33,1
1520,5497,33,1
1634,5871,33,1
2936,10501,33,1
2226,7986,33,1
2435,8756,33,1
2336,8404,33,1
651,2431,33,1
1186,4268,33,1
4427,15891,33,1
4256,15242,33,1
1097,3911,33,1
4271,15286,33,1
1906,6827,33,1
499,1802,33,1
4506,16163,32,1
3390,12127,32,1
1827,6519,32,1
1401,5072,32,1
3317,11852,32,1
1142,4097,32,1
4435,15932,32,1
2883,10328,32,1
2072,7414,32,1
3801,13633,32,1
3672,13171,32,1
4582,16449,32,1
4723,16960,32,1
2599,9317,32,1
2815,10063,32,1
925,3374,32,1
3870,13876,32,1
493,1778,32,1
333,1158,32,1
868,3196,32,1
296,1031,32,1
3968,14217,32,1
3008,10741,32,1
2034,7286,32,1
3325,11884,31,1
4099,14656,31,1
3798,13620,31,1
2591,9278,31,1
8,25,31,1
3842,13775,31,1
3897,13951,31,1
77,251,31,1
3840,13765,31,1
209,724,31,1
453,1631,31,1
491,1775,31,1
4061,14511,31,1
2032,7278,31,1
4835,17410,31,1
947,3461,31,1
1977,7082,31,1
3158,11268,31,1
2945,10537,31,1
930,3390,31,1
1048,3778,31,1
4788,17199,31,1
409,1485,31,1
1070,3847,31,1
412,1488,31,1
4845,17436,31,1
465,1678,31,1
2727,9752,31,1
2542,9133,31,1
2472,8885,31,1
1549,5632,31,1
4136,14807,31,1
1557,5653,31,1
1266,4592,31,1
1234,4489,31,1
4400,15791,31,1
1253,4543,31,1
4250,15221,31,1
1406,5090,31,1
3011,10757,30,1
3198,11425,30,1
2864,10234,30,1
2464,8860,30,1
3377,12088,30,1
98,325,30,1
1352,4898,30,1
2319,8345,30,1
4345,15565,30,1
3133,11180,30,1
1451,5244,30,1
4828,17380,30,1
817,3020,30,1
3155,11259,30,1
1564,5670,30,1
1171,4224,30,1
483,1749,29,1
3713,13336,29,1
761,2794,29,1
253,873,29,1
2184,7831,29,1
3951,14150,29,1
2581,9246,29,1
1646,5907,29,1
2635,9445,29,1
3027,10802,29,1
4884,17557,29,1
733,2686,29,1
243,837,29,1
2844,10171,29,1
1685,6051,29,1
4269,15277,29,1
3066,10938,29,1
2761,9873,29,1
1865,6659,29,1
2412,8694,29,1
2210,7934,29,1
4879,17547,29,1
1535,5570,29,1
4858,17475,29,1
4786,17190,28,1
1923,6883,28,1
3808,13650,28,1
847,3116,28,1
1846,6588,28,1
2625,9406,28,1
3211,11472,28,1
4150,14859,28,1
105,350,28,1
294,1017,28,1
1184,4263,28,1
4591,16470,28,1
2570,9198,28,1
1426,5164,28,1
4057,14506,28,1
2930,10476,28,1
3297,11762,28,1
3051,10887,28,1
4347,15569,28,1
415,1499,28,1
3629,13013,28,1
2052,7344,28,1
981,3546,28,1
2411,8688,28,1
4877,17543,28,1
1579,5716,28,1
1766,6292,28,1
2772,9925,28,1
1831,6535,28,1
1212,4394,28,1
1158,4181,28,1
4385,15749,28,1
229,799,28,1
4720,16942,28,1
629,2317,27,1
4811,17290,27,1
3287,11727,27,1
2391,8609,27,1
4255,15239,27,1
2253,8096,27,1
1794,6400,27,1
2964,10592,27,1
625,2306,27,1
3156,11261,27,1
192,641,27,1
1761,6275,27,1
3994,14298,27,1
3074,10975,27,1
3319,11857,27,1
1982,7102,27,1
866,3176,27,1
4307,15402,27,1
401,1460,27,1
4762,17083,27,1
1302,4725,27,1
3784,13581,27,1
337,1167,26,1
2092,7499,26,1
2069,7400,26,1
3183,11363,26,1
4374,15683,26,1
2604,9337,26,1
876,3215,26,1
4183,14981,26,1
3671,13167,26,1
3704,13315,26,1
3914,14011,26,1
3374,12076,26,1
4141,14823,26,1
1956,7018,26,1
554,2006,26,1
4496,16123,26,1
1214,4398,26,1
3851,13818,26,1
2454,8829,26,1
2421,8707,26,1
1257,4552,26,1
2324,8367,26,1
1479,5359,26,1
207,719,26,1
217,755,26,1
2514,9038,26,1
4437,15934,26,1
1139,4074,26,1
199,685,26,1
1771,6309,25,1
2680,9606,25,1
4842,17425,25,1
3935,14105,25,1
2605,9339,25,1
26,81,25,1
4613,16563,25,1
558,2022,25,1
4025,14388,25,1
1446,5234,25,1
3517,12619,25,1
2696,9666,25,1
2921,10450,25,1
3295,11759,25,1
303,1061,25,1
942,3432,25,1
4737,17012,25,1
4920,17685,25,1
4414,15827,25,1
4341,15547,25,1
2564,9180,25,1
2065,7390,25,1
3952,14151,25,1
3832,13723,24,1
1687,6053,24,1
3927,14073,24,1
2116,7560,24,1
4547,16323,24,1
2667,9569,24,1
2814,10057,24,1
2874,10287,24,1
1294,4692,24,1
4315,15426,24,1
1130,4045,24,1
4838,17417,24,1
1189,4288,24,1
4087,14619,24,1
3250,11618,24,1
82,267,24,1
3076,10984,24,1
3686,13258,24,1
2679,9605,24,1
1580,5718,24,1
675,2506,24,1
2836,10145,24,1
2161,7737,24,1
601,2203,24,1
1583,5724,24,1
3635,13047,24,1
193,642,24,1
4493,16114,24,1
1245,4521,24,1
4029,14397,24,1
2248,8084,24,1
2475,8892,24,1
4873,17524,24,1
853,3134,24,1
2234,8029,24,1
4371,15672,24,1
552,1999,24,1
2104,7536,24,1
1664,5968,24,1
3004,10726,24,1
714,2628,24,1
2931,10485,24,1
4249,15219,24,1
3392,12141,24,1
2822,10092,23,1
820,3025,23,1
1268,4602,23,1
6,19,23,1
2202,7907,23,1
1767,6296,23,1
3070,10952,23,1
3892,13933,23,1
3678,13212,23,1
2555,9165,23,1
3126,11156,23,1
1817,6484,23,1
1642,5891,23,1
4380,15722,23,1
4429,15911,23,1
4306,15400,23,1
2158,7724,23,1
3152,11252,23,1
1182,4259,23,1
2767,9899,23,1
2894,10365,23,1
1595,5767,23,1
4495,16119,23,1
3774,13550,23,1
56,168,23,1
3507,12583,23,1
4812,17294,23,1
2750,9823,23,1
4692,16831,23,1
1799,6429,23,1
2087,7464,23,1
4734,17005,22,1
2413,8695,22,1
505,1818,22,1
4627,16608,22,1
2344,8442,22,1
3862,13846,22,1
3861,13838,22,1
2798,10015,22,1
131,446,22,1
3866,13859,22,1
3184,11364,22,1
1195,4308,22,1
2919,10445,22,1
4218,15102,22,1
4726,16975,22,1
1955,7017,22,1
3884,13908,22,1
1036,3747,22,1
4028,14395,22,1
3778,13566,22,1
1663,5962,22,1
3536,12711,22,1
1356,4913,22,1
4466,16039,22,1
4914,17664,22,1
3762,13508,22,1
2220,7962,22,1
3357,12005,22,1
4819,17322,22,1
1894,6769,22,1
579,2108,22,1
3010,10746,22,1
3574,12844,22,1
2163,7748,22,1
4769,17107,22,1
3680,13229,22,1
4780,17167,22,1
2823,10099,22,1
4453,15998,22,1
4848,17443,22,1
3017,10779,22,1
3585,12900,22,1
3584,12897,22,1
1969,7053,22,1
1585,5736,21,1
2083,7455,21,1
1588,5747,21,1
824,3039,21,1
1644,5898,21,1
3831,13721,21,1
513,1842,21,1
3209,11461,21,1
860,3163,21,1
2269,8167,21,1
911,3332,21,1
541,1948,21,1
4144,14835,21,1
1228,4461,21,1
1623,5831,21,1
2473,8886,21,1
4716,16927,21,1
670,2486,21,1
3942,14122,21,1
3251,11623,21,1
4568,16396,21,1
4623,16600,21,1
242,836,21,1
3544,12730,21,1
398,1438,21,1
2869,10259,21,1
4258,15250,21,1
4872,17522,21,1
450,1616,21,1
1801,6440,21,1
4938,17742,21,1
3475,12462,21,1
387,1402,21,1
1721,6149,21,1
1208,4378,21,1
1072,3852,21,1
2993,10684,21,1
4753,17054,21,1
4805,17271,21,1
1104,3943,21,1
4537,16284,21,1
1553,5645,21,1
321,1118,21,1
1068,3838,21,1
3353,11993,21,1
1929,6919,21,1
2941,10518,21,1
1522,5511,21,1
977,3534,21,1
639,2368,20,1
890,3240,20,1
3605,12938,20,1
1162,4189,20,1
42,131,20,1
394,1424,20,1
4515,16204,20,1
652,2432,20,1
1198,4317,20,1
2150,7688,20,1
2172,7793,20,1
1995,7147,20,1
339,1182,20,1
2207,7924,20,1
4491,16104,20,1
326,1128,20,1
2227,7990,20,1
2230,8010,20,1
4417,15840,20,1
3722,13358,20,1
4313,15423,20,1
3913,14006,20,1
295,1029,20,1
2875,10289,20,1
542,1967,20,1
4203,15040,20,1
2953,10558,20,1
4833,17404,20,1
1917,6861,20,1
458,1647,20,1
3283,11710,20,1
3869,13873,20,1
1125,4029,20,1
3134,11185,20,1
4086,14616,20,1
1404,5080,20,1
477,1729,20,1
3111,11107,20,1
716,2633,20,1
175,584,20,1
1462,5272,20,1
3609,12946,20,1
3185,11370,20,1
3119,11136,20,1
4882,17552,20,1
2064,7387,20,1
76,250,20,1
4542,16294,20,1
719,2641,19,1
2332,8392,19,1
613,2244,19,1
4175,14938,19,1
609,2229,19,1
4504,16157,19,1
4213,15086,19,1
4390,15757,19,1
4346,15566,19,1
3727,13364,19,1
4299,15372,19,1
3564,12813,19,1
4915,17670,19,1
1074,3859,19,1
4158,14875,19,1
3949,14139,19,1
1746,6230,19,1
1682,6028,19,1
2724,9737,19,1
848,3119,19,1
2463,8855,19,1
2252,8095,19,1
2957,10577,19,1
442,1598,19,1
4910,17658,19,1
2148,7684,19,1
3037,10853,19,1
773,2841,19,1
1984,7104,19,1
3936,14106,19,1
165,555,19,1
1261,4578,19,1
281,967,19,1
2638,9453,19,1
4196,15027,19,1
1723,6160,19,1
4003,14336,19,1
1609,5802,19,1
806,2984,19,1
3919,14017,19,1
3889,13926,19,1
1164,4196,18,1
4486,16087,18,1
3122,11142,18,1
261,911,18,1
2451,8812,18,1
1306,4733,18,1
1262,4585,18,1
241,835,18,1
674,2500,18,1
645,2403,18,1
3316,11849,18,1
277,960,18,1
1290,4684,18,1
2405,8663,18,1
4359,15623,18,1
676,2509,18,1
1289,4681,18,1
628,2315,18,1
1627,5838,18,1
1124,4026,18,1
804,2977,18,1
39,116,18,1
2560,9174,18,1
350,1230,18,1
3172,11322,18,1
2037,7297,18,1
1466,5302,18,1
432,1572,18,1
4760,17077,18,1
2669,9571,18,1
2171,7778,18,1
3675,13189,18,1
4139,14816,18,1
2777,9938,18,1
3606,12939,18,1
4185,14985,18,1
2835,10139,18,1
3599,12929,18,1
3303,11797,18,1
1732,6192,18,1
3175,11336,18,1
1960,7028,18,1
4509,16177,18,1
2196,7887,18,1
3182,11362,18,1
336,1165,18,1
2093,7505,18,1
951,3470,18,1
946,3455,18,1
2208,7929,18,1
232,806,17,1
4296,15353,17,1
1615,5815,17,1
570,2068,17,1
3885,13910,17,1
455,1644,17,1
274,957,17,1
167,566,17,1
4434,15927,17,1
1870,6681,17,1
4825,17348,17,1
470,1691,17,1
2350,8465,17,1
2095,7514,17,1
2106,7539,17,1
2639,9455,17,1
2687,9629,17,1
164,552,17,1
504,1817,17,1
779,2878,17,1
3659,13130,17,1
954,3476,17,1
2698,9668,17,1
3527,12653,17,1
4939,17747,17,1
3963,14208,17,1
4426,15883,17,1
2342,8425,17,1
4260,15252,17,1
4927,17696,17,1
3428,12279,17,1
300,1041,17,1
2568,9187,17,1
4339,15544,17,1
4815,17313,17,1
1083,3882,17,1
3212,11477,17,1
4778,17164,17,1
4577,16427,17,1
2634,9444,17,1
2249,8085,17,1
4039,14435,17,1
4298,15358,17,1
1005,3633,17,1
549,1988,17,1
2975,10630,17,1
2890,10352,17,1
228,796,16,1
448,1613,16,1
4190,14998,16,1
683,2544,16,1
4343,15562,16,1
3550,12757,16,1
2688,9639,16,1
222,777,16,1
3376,12082,16,1
1035,3745,16,1
4335,15517,16,1
4051,14479,16,1
1361,4937,16,1
488,1769,16,1
767,2811,16,1
2752,9831,16,1
577,2098,16,1
3039,10856,16,1
555,2010,16,1
1387,5018,16,1
3083,11020,16,1
2944,10536,16,1
3099,11072,16,1
569,2067,16,1
4244,15203,16,1
1531,5542,16,1
711,2621,16,1
2745,9809,16,1
3633,13043,16,1
4465,16038,16,1
2776,9937,16,1
1293,4688,16,1
4667,16747,16,1
2499,8984,16,1
2489,8951,16,1
2485,8935,16,1
4060,14510,16,1
2262,8121,16,1
4474,16065,16,1
1731,6187,16,1
3886,13912,16,1
120,397,16,1
3421,12252,16,1
4688,16819,16,1
1014,3666,16,1
785,2898,16,1
249,858,16,1
3934,14101,16,1
537,1943,16,1
1844,6575,16,1
2303,8294,16,1
91,298,16,1
428,1550,16,1
1264,4588,16,1
2614,9380,16,1
2623,9397,16,1
2933,10493,15,1
728,2676,15,1
2441,8779,15,1
4874,17532,15,1
3418,12237,15,1
2716,9722,15,1
4235,15165,15,1
1530,5541,15,1
3177,11348,15,1
606,2220,15,1
3048,10879,15,1
4274,15291,15,1
4248,15218,15,1
1594,5766,15,1
290,1005,15,1
142,495,15,1
1416,5113,15,1
4223,15112,15,1
2423,8713,15,1
1559,5662,15,1
4214,15090,15,1
1315,4769,15,1
95,314,15,1
2247,8083,15,1
889,3238,15,1
4011,14361,15,1
2243,8065,15,1
1057,3804,15,1
4468,16045,15,1
4607,16545,15,1
1898,6779,15,1
1863,6650,15,1
920,3357,15,1
2329,8383,15,1
4121,14752,15,1
805,2982,15,1
1049,3783,15,1
2123,7579,15,1
1745,6225,15,1
1424,5158,15,1
1953,7008,15,1
1024,3699,15,1
1146,4116,15,1
1112,3987,15,1
2180,7811,15,1
832,3063,15,1
910,3327,15,1
4413,15824,15,1
4388,15754,15,1
4360,15626,15,1
4031,14401,15,1
4605,16540,15,1
3246,11606,15,1
4923,17690,14,1
3954,14171,14,1
4666,16736,14,1
343,1207,14,1
3586,12901,14,1
4665,16735,14,1
282,983,14,1
1405,5083,14,1
2295,8261,14,1
4372,15675,14,1
118,387,14,1
287,1000,14,1
2321,8355,14,1
1017,3679,14,1
389,1413,14,1
3304,11798,14,1
1517,5489,14,1
4077,14586,14,1
4004,14338,14,1
4145,14843,14,1
4679,16789,14,1
1419,5127,14,1
371,1312,14,1
3768,13528,14,1
3332,11913,14,1
1326,4836,14,1
612,2240,14,1
4292,15343,14,1
1617,5819,14,1
1513,5485,14,1
1439,5203,14,1
1860,6639,14,1
4533,16276,14,1
2997,10697,14,1
3419,12239,14,1
4178,14967,14,1
1413,5107,14,1
1329,4846,14,1
2961,10586,14,1
3712,13334,14,1
1811,6468,14,1
2631,9423,14,1
4919,17684,14,1
2943,10531,14,1
1025,3700,14,1
3480,12495,14,1
1722,6153,14,1
188,628,14,1
1921,6875,14,1
3920,14020,14,1
3242,11591,14,1
3284,11714,14,1
2012,7210,14,1
3843,13780,14,1
4103,14683,14,1
3116,11127,14,1
741,2719,14,1
508,1828,14,1
1226,4456,14,1
1562,5666,14,1
1309,4748,14,1
4851,17459,14,1
2334,8396,14,1
1806,6455,14,1
1286,4667,14,1
566,2062,14,1
1080,3876,13,1
4037,14422,13,1
4209,15052,13,1
2917,10438,13,1
1031,3724,13,1
4803,17265,13,1
1533,5556,13,1
482,1748,13,1
1598,5777,13,1
3364,12038,13,1
1937,6941,13,1
1944,6968,13,1
1105,3951,13,1
4497,16125,13,1
144,497,13,1
1847,6590,13,1
490,1774,13,1
3898,13953,13,1
4567,16395,13,1
2531,9100,13,1
3431,12291,13,1
1669,5987,13,1
54,161,13,1
4464,16036,13,1
855,3142,13,1
856,3149,13,1
4797,17226,13,1
1322,4825,13,1
4421,15865,13,1
864,3172,13,1
3644,13078,13,1
2598,9307,13,1
4064,14534,13,1
2960,10584,13,1
1914,6853,13,1
867,3185,13,1
2972,10621,13,1
2858,10208,13,1
2539,9118,13,1
4587,16464,13,1
2848,10184,13,1
538,1945,13,1
2212,7938,13,1
4146,14846,13,1
4428,15896,13,1
2833,10135,13,1
4671,16763,13,1
4225,15122,13,1
1193,4296,13,1
392,1420,13,1
729,2677,13,1
4940,17748,13,1
220,771,13,1
774,2845,13,1
219,768,13,1
4616,16575,13,1
4628,16609,13,1
3338,11939,13,1
2326,8371,13,1
4660,16717,13,1
3817,13678,13,1
1128,4036,13,1
4280,15311,13,1
1388,5021,13,1
205,715,13,1
397,1434,13,1
4929,17713,13,1
1632,5860,13,1
3838,13747,13,1
1770,6307,13,1
3839,13751,13,1
399,1452,13,1
3476,12467,13,1
181,609,13,1
2049,7338,13,1
441,1593,13,1
4172,14927,13,1
69,212,13,1
1989,7124,13,1
3781,13574,13,1
1677,6015,12,1
3834,13725,12,1
2007,7194,12,1
4259,15251,12,1
119,391,12,1
4612,16561,12,1
437,1586,12,1
4777,17160,12,1
52,157,12,1
2125,7585,12,1
1418,5116,12,1
4189,14997,12,1
4399,15790,12,1
1129,4041,12,1
1441,5208,12,1
2792,9982,12,1
1285,4666,12,1
4606,16541,12,1
1968,7052,12,1
492,1777,12,1
1608,5801,12,1
2867,10257,12,1
3971,14224,12,1
698,2589,12,1
1833,6538,12,1
1191,4292,12,1
1050,3791,12,1
318,1099,12,1
3104,11088,12,1
3854,13822,12,1
149,513,12,1
320,1115,12,1
3036,10849,12,1
2258,8110,12,1
1338,4872,12,1
707,2615,12,1
1389,5023,12,1
938,3426,12,1
2686,9624,12,1
2121,7570,12,1
3941,14120,12,1
4384,15746,12,1
3020,10783,12,1
1273,4626,12,1
3570,12832,12,1
2404,8662,12,1
539,1946,12,1
140,478,12,1
3360,12025,12,1
4194,15021,12,1
2242,8064,12,1
2055,7365,12,1
2282,8198,12,1
4511,16184,12,1
472,1711,12,1
4105,14690,12,1
782,2885,12,1
1690,6064,12,1
1620,5826,12,1
1144,4110,12,1
2663,9554,12,1
4543,16305,12,1
1823,6503,12,1
1808,6458,12,1
934,3402,12,1
3400,12182,12,1
584,2133,12,1
2477,8912,12,1
588,2146,12,1
468,1686,12,1
2998,10701,12,1
3252,11627,12,1
370,1310,12,1
3793,13609,12,1
224,781,12,1
3189,11389,12,1
3878,13890,12,1
4747,17039,12,1
2487,8943,12,1
3753,13474,12,1
1839,6558,12,1
4712,16914,12,1
641,2378,12,1
3777,13562,12,1
4294,15348,12,1
929,3387,12,1
2320,8346,12,1
2904,10396,12,1
1145,4111,12,1
438,1588,12,1
4229,15136,12,1
4764,17089,12,1
4195,15026,12,1
102,339,12,1
4763,17086,12,1
3950,14141,12,1
999,3600,12,1
475,1725,12,1
3149,11239,12,1
1727,6176,11,1
507,1823,11,1
2889,10350,11,1
2096,7519,11,1
3975,14239,11,1
3282,11708,11,1
3443,12357,11,1
3446,12369,11,1
2735,9772,11,1
367,1303,11,1
2854,10204,11,1
393,1423,11,1
2045,7323,11,1
473,1716,11,1
478,1730,11,1
1351,4897,11,1
2090,7490,11,1
4512,16187,11,1
2862,10232,11,1
2700,9675,11,1
928,3386,11,1
993,3584,11,1
433,1576,11,1
1320,4802,11,1
3620,12993,11,1
4018,14375,11,1
986,3561,11,1
2073,7417,11,1
3979,14252,11,1
1670,5989,11,1
3063,10923,11,1
4695,16842,11,1
3810,13654,11,1
4592,16475,11,1
116,380,11,1
4065,14535,11,1
3725,13361,11,1
2554,9164,11,1
772,2836,11,1
4094,14638,11,1
2341,8420,11,1
2347,8457,11,1
815,3007,11,1
3716,13341,11,1
2569,9191,11,1
285,991,11,1
1797,6420,11,1
3881,13899,11,1
3877,13889,11,1
3899,13956,11,1
2577,9230,11,1
3013,10763,11,1
166,558,11,1
4079,14596,11,1
3883,13905,11,1
4171,14923,11,1
4906,17636,11,1
4908,17655,11,1
2283,8200,11,1
3398,12162,11,1
3258,11642,11,1
1381,5006,11,1
668,2483,11,1
244,838,11,1
618,2259,11,1
2256,8100,11,1
2251,8094,11,1
4458,16023,11,1
3756,13484,11,1
4441,15946,11,1
4649,16690,11,1
2386,8599,11,1
3117,11131,11,1
4518,16207,11,1
752,2753,11,1
2627,9408,11,1
2636,9449,11,1
2376,8564,11,1
2641,9462,11,1
311,1083,11,1
322,1124,11,1
2620,9394,11,1
2908,10414,11,1
2146,7681,11,1
2653,9510,11,1
893,3247,11,1
4030,14399,11,1
4554,16360,11,1
3932,14097,11,1
2387,8600,11,1
659,2449,11,1
1788,6382,11,1
1076,3868,11,1
2393,8617,11,1
2354,8477,11,1
1679,6019,11,1
3101,11082,11,1
845,3101,11,1
1889,6751,11,1
3707,13324,11,1
2584,9255,11,1
4645,16677,11,1
2187,7860,11,1
1910,6840,11,1
1896,6772,11,1
1132,4051,10,1
187,626,10,1
4513,16198,10,1
4247,15215,10,1
225,785,10,1
3059,10907,10,1
2825,10104,10,1
2805,10034,10,1
1484,5383,10,1
997,3598,10,1
177,587,10,1
400,1453,10,1
3992,14292,10,1
4024,14385,10,1
3351,11988,10,1
1170,4222,10,1
3447,12374,10,1
1368,4952,10,1
1892,6763,10,1
4479,16078,10,1
3547,12740,10,1
1026,3705,10,1
4800,17235,10,1
18,60,10,1
2938,10506,10,1
4500,16135,10,1
3575,12845,10,1
1060,3813,10,1
3555,12790,10,1
3452,12382,10,1
314,1088,10,1
1084,3885,10,1
286,998,10,1
1836,6547,10,1
2969,10610,10,1
237,823,10,1
1841,6567,10,1
3305,11807,10,1
3030,10818,10,1
158,536,10,1
255,879,10,1
4931,17727,10,1
2995,10693,10,1
2986,10668,10,1
4216,15094,10,1
1869,6679,10,1
4824,17345,10,1
4062,14520,10,1
1878,6709,10,1
1440,5205,10,1
2366,8529,10,1
3956,14174,10,1
872,3200,10,1
4148,14857,10,1
1464,5281,10,1
2222,7967,10,1
2263,8122,10,1
797,2943,10,1
1323,4826,10,1
466,1684,10,1
2063,7386,10,1
2082,7454,10,1
4672,16766,10,1
526,1903,10,1
666,2473,10,1
3744,13436,10,1
4266,15271,10,1
3926,14053,10,1
4556,16370,10,1
2567,9185,10,1
2323,8365,10,1
4691,16824,10,1
3664,13147,10,1
4894,17598,10,1
62,184,10,1
1576,5709,10,1
2235,8036,10,1
509,1831,10,1
3197,11417,10,1
2713,9715,10,1
2704,9692,10,1
2128,7604,10,1
3721,13349,10,1
814,3006,10,1
4685,16812,10,1
485,1751,10,1
2590,9273,10,1
1621,5828,10,1
562,2039,10,1
2203,7918,10,1
3405,12197,10,1
3847,13802,10,1
3845,13796,10,1
2174,7798,10,1
4629,16611,10,1
417,1511,10,1
2358,8488,10,1
3973,14234,10,1
970,3512,10,1
2035,7288,10,1
4634,16626,10,1
4261,15253,10,1
854,3141,10,1
2154,7698,10,1
2185,7840,10,1
1333,4861,10,1
4565,16391,10,1
2415,8697,10,1
1422,5143,10,1
90,294,10,1
